gbd_location_id,gbd_name,ihme_loc_id,location_level,ne_country_iso3,ne_country_uid,ne_state_uid,match_method,confidence,notes
1,Global,G,0,,,,manual,100,aggregate level - intentionally unmappable
4,"Southeast Asia, East Asia, and Oceania",S6,0,,,,manual,100,aggregate level - intentionally unmappable
5,East Asia,R3,0,,,,manual,100,aggregate level - intentionally unmappable
6,China,CHN,3,CHN,CHN,,iso3,100,
7,Democratic People's Republic of Korea,PRK,3,PRK,PRK,,iso3,100,
8,Taiwan,TWN,3,TWN,TWN,,iso3,100,
9,Southeast Asia,R5,0,,,,manual,100,aggregate level - intentionally unmappable
10,Cambodia,KHM,3,KHM,KHM,,iso3,100,
11,Indonesia,IDN,3,IDN,IDN,,iso3,100,
12,Lao People's Democratic Republic,LAO,3,LAO,LAO,,iso3,100,
13,Malaysia,MYS,3,MYS,MYS,,iso3,100,
14,Maldives,MDV,3,,,,manual,100,not in Natural Earth shapefile
15,Myanmar,MMR,3,MMR,MMR,,iso3,100,
16,Philippines,PHL,3,PHL,PHL,,iso3,100,
17,Sri Lanka,LKA,3,LKA,LKA,,iso3,100,
18,Thailand,THA,3,THA,THA,,iso3,100,
19,Timor-Leste,TLS,3,TLS,TLS,,iso3,100,
20,Viet Nam,VNM,3,VNM,VNM,,iso3,100,
21,Oceania,R17,0,,,,manual,100,GBD region miscoded as level 3
22,Fiji,FJI,3,FJI,FJI,,iso3,100,
23,Kiribati,KIR,3,,,,manual,100,not in Natural Earth shapefile
24,Marshall Islands,MHL,3,,,,manual,100,not in Natural Earth shapefile
25,Micronesia (Federated States of),FSM,3,,,,manual,100,not in Natural Earth shapefile
26,Papua New Guinea,PNG,3,PNG,PNG,,iso3,100,
27,Samoa,WSM,3,,,,manual,100,not in Natural Earth shapefile
28,Solomon Islands,SLB,3,SLB,SLB,,iso3,100,
29,Tonga,TON,3,,,,manual,100,not in Natural Earth shapefile
30,Vanuatu,VUT,3,VUT,VUT,,iso3,100,
31,"Central Europe, Eastern Europe, and Central Asia",S2,0,,,,manual,100,aggregate level - intentionally unmappable
32,Central Asia,R2,0,,,,manual,100,aggregate level - intentionally unmappable
33,Armenia,ARM,3,ARM,ARM,,iso3,100,
34,Azerbaijan,AZE,3,AZE,AZE,,iso3,100,
35,Georgia,GEO,3,GEO,GEO,,iso3,100,
36,Kazakhstan,KAZ,3,KAZ,KAZ,,iso3,100,
37,Kyrgyzstan,KGZ,3,KGZ,KGZ,,iso3,100,
38,Mongolia,MNG,3,MNG,MNG,,iso3,100,
39,Tajikistan,TJK,3,TJK,TJK,,iso3,100,
40,Turkmenistan,TKM,3,TKM,TKM,,iso3,100,
41,Uzbekistan,UZB,3,UZB,UZB,,iso3,100,
42,Central Europe,R8,0,,,,manual,100,aggregate level - intentionally unmappable
43,Albania,ALB,3,ALB,ALB,,iso3,100,
44,Bosnia and Herzegovina,BIH,3,BIH,BIH,,iso3,100,
45,Bulgaria,BGR,3,BGR,BGR,,iso3,100,
46,Croatia,HRV,3,HRV,HRV,,iso3,100,
47,Czechia,CZE,3,CZE,CZE,,iso3,100,
48,Hungary,HUN,3,HUN,HUN,,iso3,100,
49,North Macedonia,MKD,3,MKD,MKD,,iso3,100,
50,Montenegro,MNE,3,MNE,MNE,,iso3,100,
51,Poland,POL,3,POL,POL,,iso3,100,
52,Romania,ROU,3,ROU,ROU,,iso3,100,
53,Serbia,SRB,3,SRB,SRB,,iso3,100,
54,Slovakia,SVK,3,SVK,SVK,,iso3,100,
55,Slovenia,SVN,3,SVN,SVN,,iso3,100,
56,Eastern Europe,R9,0,,,,manual,100,aggregate level - intentionally unmappable
57,Belarus,BLR,3,BLR,BLR,,iso3,100,
58,Estonia,EST,3,EST,EST,,iso3,100,
59,Latvia,LVA,3,LVA,LVA,,iso3,100,
60,Lithuania,LTU,3,LTU,LTU,,iso3,100,
61,Republic of Moldova,MDA,3,MDA,MDA,,iso3,100,
62,Russian Federation,RUS,3,RUS,RUS,,iso3,100,
63,Ukraine,UKR,3,UKR,UKR,,iso3,100,
64,High-income,S1,0,,,,manual,100,aggregate level - intentionally unmappable
65,High-income Asia Pacific,R1,0,,,,manual,100,aggregate level - intentionally unmappable
66,Brunei Darussalam,BRN,3,BRN,BRN,,iso3,100,
67,Japan,JPN,3,JPN,JPN,,iso3,100,
68,Republic of Korea,KOR,3,KOR,KOR,,iso3,100,
69,Singapore,SGP,3,,,,manual,100,not in Natural Earth shapefile
70,Australasia,R6,0,,,,manual,100,aggregate level - intentionally unmappable
71,Australia,AUS,3,AUS,AUS,,iso3,100,
72,New Zealand,NZL,3,NZL,NZL,,iso3,100,
73,Western Europe,R10,0,,,,manual,100,GBD region miscoded as level 3
74,Andorra,AND,3,,,,manual,100,not in Natural Earth shapefile
75,Austria,AUT,3,AUT,AUT,,iso3,100,
76,Belgium,BEL,3,BEL,BEL,,iso3,100,
77,Cyprus,CYP,3,CYP,CYP,,iso3,100,
78,Denmark,DNK,3,DNK,DNK,,iso3,100,
79,Finland,FIN,3,FIN,FIN,,iso3,100,
80,France,FRA,3,FRA,FRA,,iso3,100,
81,Germany,DEU,3,DEU,DEU,,iso3,100,
82,Greece,GRC,3,GRC,GRC,,iso3,100,
83,Iceland,ISL,3,ISL,ISL,,iso3,100,
84,Ireland,IRL,3,IRL,IRL,,iso3,100,
85,Israel,ISR,3,ISR,ISR,,iso3,100,
86,Italy,ITA,3,ITA,ITA,,iso3,100,
87,Luxembourg,LUX,3,LUX,LUX,,iso3,100,
88,Malta,MLT,3,,,,manual,100,not in Natural Earth shapefile
89,Netherlands,NLD,3,NLD,NLD,,iso3,100,
90,Norway,NOR,3,NOR,NOR,,iso3,100,
91,Portugal,PRT,3,PRT,PRT,,iso3,100,
92,Spain,ESP,3,ESP,ESP,,iso3,100,
93,Sweden,SWE,3,SWE,SWE,,iso3,100,
94,Switzerland,CHE,3,CHE,CHE,,iso3,100,
95,United Kingdom,GBR,3,GBR,GBR,,iso3,100,
96,Southern Latin America,R13,0,,,,manual,100,GBD region miscoded as level 3
97,Argentina,ARG,3,ARG,ARG,,iso3,100,
98,Chile,CHL,3,CHL,CHL,,iso3,100,
99,Uruguay,URY,3,URY,URY,,iso3,100,
100,High-income North America,R16,0,,,,manual,100,GBD region miscoded as level 3
101,Canada,CAN,3,CAN,CAN,,iso3,100,
102,United States of America,USA,3,USA,USA,,iso3,100,
103,Latin America and Caribbean,S7,0,,,,manual,100,aggregate level - intentionally unmappable
104,Caribbean,R7,0,,,,manual,100,aggregate level - intentionally unmappable
105,Antigua and Barbuda,ATG,3,,,,manual,100,not in Natural Earth shapefile
106,Bahamas,BHS,3,BHS,BHS,,iso3,100,
107,Barbados,BRB,3,,,,manual,100,not in Natural Earth shapefile
108,Belize,BLZ,3,BLZ,BLZ,,iso3,100,
109,Cuba,CUB,3,CUB,CUB,,iso3,100,
110,Dominica,DMA,3,,,,manual,100,not in Natural Earth shapefile
111,Dominican Republic,DOM,3,DOM,DOM,,iso3,100,
112,Grenada,GRD,3,,,,manual,100,not in Natural Earth shapefile
113,Guyana,GUY,3,GUY,GUY,,iso3,100,
114,Haiti,HTI,3,HTI,HTI,,iso3,100,
115,Jamaica,JAM,3,JAM,JAM,,iso3,100,
116,Saint Lucia,LCA,3,,,,manual,100,not in Natural Earth shapefile
117,Saint Vincent and the Grenadines,VCT,3,,,,manual,100,not in Natural Earth shapefile
118,Suriname,SUR,3,SUR,SUR,,iso3,100,
119,Trinidad and Tobago,TTO,3,TTO,TTO,,iso3,100,
120,Andean Latin America,R11,0,,,,manual,100,GBD region miscoded as level 3
121,Bolivia (Plurinational State of),BOL,3,BOL,BOL,,iso3,100,
122,Ecuador,ECU,3,ECU,ECU,,iso3,100,
123,Peru,PER,3,PER,PER,,iso3,100,
124,Central Latin America,R12,0,,,,manual,100,GBD region miscoded as level 3
125,Colombia,COL,3,COL,COL,,iso3,100,
126,Costa Rica,CRI,3,CRI,CRI,,iso3,100,
127,El Salvador,SLV,3,SLV,SLV,,iso3,100,
128,Guatemala,GTM,3,GTM,GTM,,iso3,100,
129,Honduras,HND,3,HND,HND,,iso3,100,
130,Mexico,MEX,3,MEX,MEX,,iso3,100,
131,Nicaragua,NIC,3,NIC,NIC,,iso3,100,
132,Panama,PAN,3,PAN,PAN,,iso3,100,
133,Venezuela (Bolivarian Republic of),VEN,3,VEN,VEN,,iso3,100,
134,Tropical Latin America,R14,0,,,,manual,100,GBD region miscoded as level 3
135,Brazil,BRA,3,BRA,BRA,,iso3,100,
136,Paraguay,PRY,3,PRY,PRY,,iso3,100,
137,North Africa and Middle East,S4,0,,,,manual,100,aggregate level - intentionally unmappable
138,North Africa and Middle East,R15,0,,,,manual,100,GBD region miscoded as level 3
139,Algeria,DZA,3,DZA,DZA,,iso3,100,
140,Bahrain,BHR,3,,,,manual,100,not in Natural Earth shapefile
141,Egypt,EGY,3,EGY,EGY,,iso3,100,
142,Iran (Islamic Republic of),IRN,3,IRN,IRN,,iso3,100,
143,Iraq,IRQ,3,IRQ,IRQ,,iso3,100,
144,Jordan,JOR,3,JOR,JOR,,iso3,100,
145,Kuwait,KWT,3,KWT,KWT,,iso3,100,
146,Lebanon,LBN,3,LBN,LBN,,iso3,100,
147,Libya,LBY,3,LBY,LBY,,iso3,100,
148,Morocco,MAR,3,MAR,MAR,,iso3,100,
149,Palestine,PSE,3,PSE,PSX,,manual,100,manual fix: PSE -> ADM0_A3=PSX
150,Oman,OMN,3,OMN,OMN,,iso3,100,
151,Qatar,QAT,3,QAT,QAT,,iso3,100,
152,Saudi Arabia,SAU,3,SAU,SAU,,iso3,100,
153,Syrian Arab Republic,SYR,3,SYR,SYR,,iso3,100,
154,Tunisia,TUN,3,TUN,TUN,,iso3,100,
155,Türkiye,TUR,3,TUR,TUR,,iso3,100,
156,United Arab Emirates,ARE,3,ARE,ARE,,iso3,100,
157,Yemen,YEM,3,YEM,YEM,,iso3,100,
158,South Asia,S5,0,,,,manual,100,aggregate level - intentionally unmappable
159,South Asia,R4,0,,,,manual,100,aggregate level - intentionally unmappable
160,Afghanistan,AFG,3,AFG,AFG,,iso3,100,
161,Bangladesh,BGD,3,BGD,BGD,,iso3,100,
162,Bhutan,BTN,3,BTN,BTN,,iso3,100,
163,India,IND,3,IND,IND,,iso3,100,
164,Nepal,NPL,3,NPL,NPL,,iso3,100,
165,Pakistan,PAK,3,PAK,PAK,,iso3,100,
166,Sub-Saharan Africa,S3,0,,,,manual,100,aggregate level - intentionally unmappable
167,Central Sub-Saharan Africa,R18,0,,,,manual,100,GBD region miscoded as level 3
168,Angola,AGO,3,AGO,AGO,,iso3,100,
169,Central African Republic,CAF,3,CAF,CAF,,iso3,100,
170,Congo,COG,3,COG,COG,,iso3,100,
171,Democratic Republic of the Congo,COD,3,COD,COD,,iso3,100,
172,Equatorial Guinea,GNQ,3,GNQ,GNQ,,iso3,100,
173,Gabon,GAB,3,GAB,GAB,,iso3,100,
174,Eastern Sub-Saharan Africa,R19,0,,,,manual,100,GBD region miscoded as level 3
175,Burundi,BDI,3,BDI,BDI,,iso3,100,
176,Comoros,COM,3,,,,manual,100,not in Natural Earth shapefile
177,Djibouti,DJI,3,DJI,DJI,,iso3,100,
178,Eritrea,ERI,3,ERI,ERI,,iso3,100,
179,Ethiopia,ETH,3,ETH,ETH,,iso3,100,
180,Kenya,KEN,3,KEN,KEN,,iso3,100,
181,Madagascar,MDG,3,MDG,MDG,,iso3,100,
182,Malawi,MWI,3,MWI,MWI,,iso3,100,
183,Mauritius,MUS,3,,,,manual,100,not in Natural Earth shapefile
184,Mozambique,MOZ,3,MOZ,MOZ,,iso3,100,
185,Rwanda,RWA,3,RWA,RWA,,iso3,100,
186,Seychelles,SYC,3,,,,manual,100,not in Natural Earth shapefile
187,Somalia,SOM,3,SOM,SOM,,iso3,100,
189,United Republic of Tanzania,TZA,3,TZA,TZA,,iso3,100,
190,Uganda,UGA,3,UGA,UGA,,iso3,100,
191,Zambia,ZMB,3,ZMB,ZMB,,iso3,100,
192,Southern Sub-Saharan Africa,R20,0,,,,manual,100,GBD region miscoded as level 3
193,Botswana,BWA,3,BWA,BWA,,iso3,100,
194,Lesotho,LSO,3,LSO,LSO,,iso3,100,
195,Namibia,NAM,3,NAM,NAM,,iso3,100,
196,South Africa,ZAF,3,ZAF,ZAF,,iso3,100,
197,Eswatini,SWZ,3,SWZ,SWZ,,iso3,100,
198,Zimbabwe,ZWE,3,ZWE,ZWE,,iso3,100,
199,Western Sub-Saharan Africa,R21,0,,,,manual,100,GBD region miscoded as level 3
200,Benin,BEN,3,BEN,BEN,,iso3,100,
201,Burkina Faso,BFA,3,BFA,BFA,,iso3,100,
202,Cameroon,CMR,3,CMR,CMR,,iso3,100,
203,Cabo Verde,CPV,3,,,,manual,100,not in Natural Earth shapefile
204,Chad,TCD,3,TCD,TCD,,iso3,100,
205,Côte d'Ivoire,CIV,3,CIV,CIV,,iso3,100,
206,Gambia,GMB,3,GMB,GMB,,iso3,100,
207,Ghana,GHA,3,GHA,GHA,,iso3,100,
208,Guinea,GIN,3,GIN,GIN,,iso3,100,
209,Guinea-Bissau,GNB,3,GNB,GNB,,iso3,100,
210,Liberia,LBR,3,LBR,LBR,,iso3,100,
211,Mali,MLI,3,MLI,MLI,,iso3,100,
212,Mauritania,MRT,3,MRT,MRT,,iso3,100,
213,Niger,NER,3,NER,NER,,iso3,100,
214,Nigeria,NGA,3,NGA,NGA,,iso3,100,
215,Sao Tome and Principe,STP,3,,,,manual,100,not in Natural Earth shapefile
216,Senegal,SEN,3,SEN,SEN,,iso3,100,
217,Sierra Leone,SLE,3,SLE,SLE,,iso3,100,
218,Togo,TGO,3,TGO,TGO,,iso3,100,
239,East Asia & Pacific - WB,,0,,,,manual,100,aggregate level - intentionally unmappable
240,Europe & Central Asia - WB,,0,,,,manual,100,aggregate level - intentionally unmappable
241,Latin America & Caribbean - WB,,0,,,,manual,100,aggregate level - intentionally unmappable
242,Sub-Saharan Africa - WB,,0,,,,manual,100,aggregate level - intentionally unmappable
243,Middle East & North Africa - WB,,0,,,,manual,100,aggregate level - intentionally unmappable
244,South Asia - WB,,0,,,,manual,100,aggregate level - intentionally unmappable
298,American Samoa,ASM,3,,,,manual,100,not in Natural Earth shapefile
305,Bermuda,BMU,3,,,,manual,100,not in Natural Earth shapefile
320,Cook Islands,COK,3,,,,manual,100,not in Natural Earth shapefile
349,Greenland,GRL,3,GRL,GRL,,iso3,100,
351,Guam,GUM,3,,,,manual,100,not in Natural Earth shapefile
354,,,0,,,,manual,100,aggregate level - intentionally unmappable
361,,,0,,,,manual,100,aggregate level - intentionally unmappable
367,Monaco,MCO,3,,,,manual,100,not in Natural Earth shapefile
369,Nauru,NRU,3,,,,manual,100,not in Natural Earth shapefile
374,Niue,NIU,3,,,,manual,100,not in Natural Earth shapefile
376,Northern Mariana Islands,MNP,3,,,,manual,100,not in Natural Earth shapefile
380,Palau,PLW,3,,,,manual,100,not in Natural Earth shapefile
385,Puerto Rico,PRI,3,PRI,PRI,,iso3,100,
393,Saint Kitts and Nevis,KNA,3,,,,manual,100,not in Natural Earth shapefile
396,San Marino,SMR,3,,,,manual,100,not in Natural Earth shapefile
413,Tokelau,TKL,3,,,,manual,100,not in Natural Earth shapefile
416,Tuvalu,TUV,3,,,,manual,100,not in Natural Earth shapefile
422,United States Virgin Islands,VIR,3,,,,manual,100,not in Natural Earth shapefile
433,Northern Ireland,GBR_433,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
434,Scotland,GBR_434,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
435,South Sudan,SSD,3,SSD,SDS,,manual,100,manual fix: SSD -> ADM0_A3=SDS
482,Eastern Cape,ZAF_482,4,ZAF,ZAF,,manual,100,NE states shapefile is US-only - subnational deferred
483,Free State,ZAF_483,4,ZAF,ZAF,,manual,100,NE states shapefile is US-only - subnational deferred
484,Gauteng,ZAF_484,4,ZAF,ZAF,,manual,100,NE states shapefile is US-only - subnational deferred
485,KwaZulu-Natal,ZAF_485,4,ZAF,ZAF,,manual,100,NE states shapefile is US-only - subnational deferred
486,Limpopo,ZAF_486,4,ZAF,ZAF,,manual,100,NE states shapefile is US-only - subnational deferred
487,Mpumalanga,ZAF_487,4,ZAF,ZAF,,manual,100,NE states shapefile is US-only - subnational deferred
488,North-West,ZAF_488,4,ZAF,ZAF,,manual,100,NE states shapefile is US-only - subnational deferred
489,Northern Cape,ZAF_489,4,ZAF,ZAF,,manual,100,NE states shapefile is US-only - subnational deferred
490,Western Cape,ZAF_490,4,ZAF,ZAF,,manual,100,NE states shapefile is US-only - subnational deferred
491,,,0,,,,manual,100,aggregate level - intentionally unmappable
492,,,0,,,,manual,100,aggregate level - intentionally unmappable
493,,,0,,,,manual,100,aggregate level - intentionally unmappable
494,,,0,,,,manual,100,aggregate level - intentionally unmappable
495,,,0,,,,manual,100,aggregate level - intentionally unmappable
496,,,0,,,,manual,100,aggregate level - intentionally unmappable
497,,,0,,,,manual,100,aggregate level - intentionally unmappable
498,,,0,,,,manual,100,aggregate level - intentionally unmappable
499,,,0,,,,manual,100,aggregate level - intentionally unmappable
500,,,0,,,,manual,100,aggregate level - intentionally unmappable
501,,,0,,,,manual,100,aggregate level - intentionally unmappable
502,,,0,,,,manual,100,aggregate level - intentionally unmappable
503,,,0,,,,manual,100,aggregate level - intentionally unmappable
504,,,0,,,,manual,100,aggregate level - intentionally unmappable
505,,,0,,,,manual,100,aggregate level - intentionally unmappable
506,,,0,,,,manual,100,aggregate level - intentionally unmappable
507,,,0,,,,manual,100,aggregate level - intentionally unmappable
508,,,0,,,,manual,100,aggregate level - intentionally unmappable
509,,,0,,,,manual,100,aggregate level - intentionally unmappable
510,,,0,,,,manual,100,aggregate level - intentionally unmappable
511,,,0,,,,manual,100,aggregate level - intentionally unmappable
512,,,0,,,,manual,100,aggregate level - intentionally unmappable
513,,,0,,,,manual,100,aggregate level - intentionally unmappable
514,,,0,,,,manual,100,aggregate level - intentionally unmappable
515,,,0,,,,manual,100,aggregate level - intentionally unmappable
516,,,0,,,,manual,100,aggregate level - intentionally unmappable
517,,,0,,,,manual,100,aggregate level - intentionally unmappable
518,,,0,,,,manual,100,aggregate level - intentionally unmappable
519,,,0,,,,manual,100,aggregate level - intentionally unmappable
520,,,0,,,,manual,100,aggregate level - intentionally unmappable
521,,,0,,,,manual,100,aggregate level - intentionally unmappable
522,Sudan,SDN,3,SDN,SDN,,iso3,100,
523,Alabama,USA_523,4,USA,USA,USA-3541,exact_name,100,
524,Alaska,USA_524,4,USA,USA,USA-3563,exact_name,100,
525,Arizona,USA_525,4,USA,USA,USA-3520,exact_name,100,
526,Arkansas,USA_526,4,USA,USA,USA-3528,exact_name,100,
527,California,USA_527,4,USA,USA,USA-3521,exact_name,100,
528,Colorado,USA_528,4,USA,USA,USA-3522,exact_name,100,
529,Connecticut,USA_529,4,USA,USA,USA-3537,exact_name,100,
530,Delaware,USA_530,4,USA,USA,USA-3555,exact_name,100,
531,District of Columbia,USA_531,4,USA,USA,USA-3556,exact_name,100,
532,Florida,USA_532,4,USA,USA,USA-3542,exact_name,100,
533,Georgia,USA_533,4,USA,USA,USA-3543,exact_name,100,
534,Hawaii,USA_534,4,USA,USA,USA-3517,exact_name,100,
535,Idaho,USA_535,4,USA,USA,USA-3518,exact_name,100,
536,Illinois,USA_536,4,USA,USA,USA-3546,exact_name,100,
537,Indiana,USA_537,4,USA,USA,USA-3547,exact_name,100,
538,Iowa,USA_538,4,USA,USA,USA-3529,exact_name,100,
539,Kansas,USA_539,4,USA,USA,USA-3530,exact_name,100,
540,Kentucky,USA_540,4,USA,USA,USA-3548,exact_name,100,
541,Louisiana,USA_541,4,USA,USA,USA-3535,exact_name,100,
542,Maine,USA_542,4,USA,USA,USA-3561,exact_name,100,
543,Maryland,USA_543,4,USA,USA,USA-3557,exact_name,100,
544,Massachusetts,USA_544,4,USA,USA,USA-3513,exact_name,100,
545,Michigan,USA_545,4,USA,USA,USA-3562,exact_name,100,
546,Minnesota,USA_546,4,USA,USA,USA-3514,exact_name,100,
547,Mississippi,USA_547,4,USA,USA,USA-3544,exact_name,100,
548,Missouri,USA_548,4,USA,USA,USA-3531,exact_name,100,
549,Montana,USA_549,4,USA,USA,USA-3515,exact_name,100,
550,Nebraska,USA_550,4,USA,USA,USA-3532,exact_name,100,
551,Nevada,USA_551,4,USA,USA,USA-3523,exact_name,100,
552,New Hampshire,USA_552,4,USA,USA,USA-3538,exact_name,100,
553,New Jersey,USA_553,4,USA,USA,USA-3558,exact_name,100,
554,New Mexico,USA_554,4,USA,USA,USA-3524,exact_name,100,
555,New York,USA_555,4,USA,USA,USA-3559,exact_name,100,
556,North Carolina,USA_556,4,USA,USA,USA-3549,exact_name,100,
557,North Dakota,USA_557,4,USA,USA,USA-3516,exact_name,100,
558,Ohio,USA_558,4,USA,USA,USA-3550,exact_name,100,
559,Oklahoma,USA_559,4,USA,USA,USA-3533,exact_name,100,
560,Oregon,USA_560,4,USA,USA,USA-3525,exact_name,100,
561,Pennsylvania,USA_561,4,USA,USA,USA-3560,exact_name,100,
562,Rhode Island,USA_562,4,USA,USA,USA-3539,exact_name,100,
563,South Carolina,USA_563,4,USA,USA,USA-3545,exact_name,100,
564,South Dakota,USA_564,4,USA,USA,USA-3534,exact_name,100,
565,Tennessee,USA_565,4,USA,USA,USA-3551,exact_name,100,
566,Texas,USA_566,4,USA,USA,USA-3536,exact_name,100,
567,Utah,USA_567,4,USA,USA,USA-3526,exact_name,100,
568,Vermont,USA_568,4,USA,USA,USA-3540,exact_name,100,
569,Virginia,USA_569,4,USA,USA,USA-3552,exact_name,100,
570,Washington,USA_570,4,USA,USA,USA-3519,exact_name,100,
571,West Virginia,USA_571,4,USA,USA,USA-3554,exact_name,100,
572,Wisconsin,USA_572,4,USA,USA,USA-3553,exact_name,100,
573,Wyoming,USA_573,4,USA,USA,USA-3527,exact_name,100,
4618,North East England,GBR_4618,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
4619,North West England,GBR_4619,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
4620,Yorkshire and the Humber,GBR_4620,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
4621,East Midlands,GBR_4621,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
4622,West Midlands,GBR_4622,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
4623,East of England,GBR_4623,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
4624,Greater London,GBR_4624,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
4625,South East England,GBR_4625,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
4626,South West England,GBR_4626,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
4636,Wales,GBR_4636,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
4643,Aguascalientes,MEX_4643,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4644,Baja California,MEX_4644,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4645,Baja California Sur,MEX_4645,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4646,Campeche,MEX_4646,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4647,Coahuila,MEX_4647,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4648,Colima,MEX_4648,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4649,Chiapas,MEX_4649,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4650,Chihuahua,MEX_4650,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4651,Mexico City,MEX_4651,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4652,Durango,MEX_4652,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4653,Guanajuato,MEX_4653,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4654,Guerrero,MEX_4654,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4655,Hidalgo,MEX_4655,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4656,Jalisco,MEX_4656,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4657,México,MEX_4657,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4658,Michoacán de Ocampo,MEX_4658,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4659,Morelos,MEX_4659,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4660,Nayarit,MEX_4660,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4661,Nuevo León,MEX_4661,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4662,Oaxaca,MEX_4662,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4663,Puebla,MEX_4663,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4664,Querétaro,MEX_4664,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4665,Quintana Roo,MEX_4665,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4666,San Luis Potosí,MEX_4666,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4667,Sinaloa,MEX_4667,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4668,Sonora,MEX_4668,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
