gbd_location_id,gbd_name,ihme_loc_id,location_level,ne_country_iso3,ne_country_uid,ne_state_uid,match_method,confidence,notes
4669,Tabasco,MEX_4669,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4670,Tamaulipas,MEX_4670,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4671,Tlaxcala,MEX_4671,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4672,Veracruz de Ignacio de la Llave,MEX_4672,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4673,Yucatán,MEX_4673,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4674,Zacatecas,MEX_4674,4,MEX,MEX,,manual,100,NE states shapefile is US-only - subnational deferred
4709,Aceh,IDN_4709,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4710,North Sumatra,IDN_4710,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4711,West Sumatra,IDN_4711,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4712,Riau,IDN_4712,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4713,Jambi,IDN_4713,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4714,South Sumatra,IDN_4714,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4715,Bengkulu,IDN_4715,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4716,Lampung,IDN_4716,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4717,Bangka-Belitung Islands,IDN_4717,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4718,Riau Islands,IDN_4718,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4719,North Kalimantan,IDN_4719,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4720,Jakarta,IDN_4720,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4721,West Java,IDN_4721,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4722,Central Java,IDN_4722,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4723,Yogyakarta,IDN_4723,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4724,East Java,IDN_4724,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4725,Banten,IDN_4725,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4726,Bali,IDN_4726,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4727,West Nusa Tenggara,IDN_4727,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4728,East Nusa Tenggara,IDN_4728,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4729,West Kalimantan,IDN_4729,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4730,Central Kalimantan,IDN_4730,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4731,South Kalimantan,IDN_4731,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4732,East Kalimantan,IDN_4732,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4733,North Sulawesi,IDN_4733,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4734,Central Sulawesi,IDN_4734,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4735,South Sulawesi,IDN_4735,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4736,Southeast Sulawesi,IDN_4736,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4737,Gorontalo,IDN_4737,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4738,West Sulawesi,IDN_4738,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4739,Maluku,IDN_4739,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4740,North Maluku,IDN_4740,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4741,West Papua,IDN_4741,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4742,Papua,IDN_4742,4,IDN,IDN,,manual,100,NE states shapefile is US-only - subnational deferred
4743,European Union,,0,,,,manual,100,aggregate level - intentionally unmappable
4749,England,GBR_4749,4,GBR,GBR,,manual,100,NE states shapefile is US-only - subnational deferred
4750,Acre,BRA_4750,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4751,Alagoas,BRA_4751,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4752,Amazonas,BRA_4752,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4753,Amapá,BRA_4753,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4754,Bahia,BRA_4754,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4755,Ceará,BRA_4755,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4756,Distrito Federal,BRA_4756,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4757,Espírito Santo,BRA_4757,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4758,Goiás,BRA_4758,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4759,Maranhão,BRA_4759,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4760,Minas Gerais,BRA_4760,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4761,Mato Grosso do Sul,BRA_4761,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4762,Mato Grosso,BRA_4762,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4763,Pará,BRA_4763,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4764,Paraíba,BRA_4764,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4765,Paraná,BRA_4765,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4766,Pernambuco,BRA_4766,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4767,Piaui,BRA_4767,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4768,Rio de Janeiro,BRA_4768,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4769,Rio Grande do Norte,BRA_4769,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4770,Rondônia,BRA_4770,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4771,Roraima,BRA_4771,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4772,Rio Grande do Sul,BRA_4772,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4773,Santa Catarina,BRA_4773,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4774,Sergipe,BRA_4774,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4775,São Paulo,BRA_4775,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4776,Tocantins,BRA_4776,4,BRA,BRA,,manual,100,NE states shapefile is US-only - subnational deferred
4841,Andhra Pradesh,IND_4841,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4842,Arunachal Pradesh,IND_4842,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4843,Assam,IND_4843,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4844,Bihar,IND_4844,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4846,Chhattisgarh,IND_4846,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4849,Delhi,IND_4849,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4850,Goa,IND_4850,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4851,Gujarat,IND_4851,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4852,Haryana,IND_4852,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4853,Himachal Pradesh,IND_4853,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4854,Jammu & Kashmir and Ladakh,IND_4854,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4855,Jharkhand,IND_4855,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4856,Karnataka,IND_4856,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4857,Kerala,IND_4857,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4859,Madhya Pradesh,IND_4859,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4860,Maharashtra,IND_4860,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4861,Manipur,IND_4861,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4862,Meghalaya,IND_4862,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4863,Mizoram,IND_4863,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4864,Nagaland,IND_4864,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4865,Odisha,IND_4865,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4867,Punjab,IND_4867,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4868,Rajasthan,IND_4868,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4869,Sikkim,IND_4869,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4870,Tamil Nadu,IND_4870,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4871,Telangana,IND_4871,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4872,Tripura,IND_4872,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4873,Uttar Pradesh,IND_4873,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4874,Uttarakhand,IND_4874,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4875,West Bengal,IND_4875,4,IND,IND,,manual,100,NE states shapefile is US-only - subnational deferred
4910,Oslo,NOR_4910,4,NOR,NOR,,manual,100,NE states shapefile is US-only - subnational deferred
4920,Rogaland,NOR_4920,4,NOR,NOR,,manual,100,NE states shapefile is US-only - subnational deferred
4923,Møre og Romsdal,NOR_4923,4,NOR,NOR,,manual,100,NE states shapefile is US-only - subnational deferred
4926,Nordland,NOR_4926,4,NOR,NOR,,manual,100,NE states shapefile is US-only - subnational deferred
4940,Sweden except Stockholm,,0,,,,manual,100,aggregate level - intentionally unmappable
4944,Stockholm,,0,,,,manual,100,aggregate level - intentionally unmappable
25318,Abia,NGA_25318,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25319,Adamawa,NGA_25319,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25320,Akwa Ibom,NGA_25320,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25321,Anambra,NGA_25321,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25322,Bauchi,NGA_25322,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25323,Bayelsa,NGA_25323,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25324,Benue,NGA_25324,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25325,Borno,NGA_25325,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25326,Cross River,NGA_25326,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25327,Delta,NGA_25327,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25328,Ebonyi,NGA_25328,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25329,Edo,NGA_25329,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25330,Ekiti,NGA_25330,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25331,Enugu,NGA_25331,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25332,FCT (Abuja),NGA_25332,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25333,Gombe,NGA_25333,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25334,Imo,NGA_25334,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25335,Jigawa,NGA_25335,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25336,Kaduna,NGA_25336,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25337,Kano,NGA_25337,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25338,Katsina,NGA_25338,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25339,Kebbi,NGA_25339,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25340,Kogi,NGA_25340,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25341,Kwara,NGA_25341,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25342,Lagos,NGA_25342,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25343,Nasarawa,NGA_25343,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25344,Niger,NGA_25344,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25345,Ogun,NGA_25345,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25346,Ondo,NGA_25346,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25347,Osun,NGA_25347,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25348,Oyo,NGA_25348,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25349,Plateau,NGA_25349,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25350,Rivers,NGA_25350,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25351,Sokoto,NGA_25351,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25352,Taraba,NGA_25352,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25353,Yobe,NGA_25353,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
25354,Zamfara,NGA_25354,4,NGA,NGA,,manual,100,NE states shapefile is US-only - subnational deferred
35424,Hokkaidō,JPN_35424,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35425,Aomori,JPN_35425,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35426,Iwate,JPN_35426,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35427,Miyagi,JPN_35427,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35428,Akita,JPN_35428,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35429,Yamagata,JPN_35429,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35430,Fukushima,JPN_35430,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35431,Ibaraki,JPN_35431,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35432,Tochigi,JPN_35432,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35433,Gunma,JPN_35433,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35434,Saitama,JPN_35434,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35435,Chiba,JPN_35435,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35436,Tōkyō,JPN_35436,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35437,Kanagawa,JPN_35437,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35438,Niigata,JPN_35438,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35439,Toyama,JPN_35439,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35440,Ishikawa,JPN_35440,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35441,Fukui,JPN_35441,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35442,Yamanashi,JPN_35442,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35443,Nagano,JPN_35443,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35444,Gifu,JPN_35444,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35445,Shizuoka,JPN_35445,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35446,Aichi,JPN_35446,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35447,Mie,JPN_35447,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35448,Shiga,JPN_35448,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35449,Kyōto,JPN_35449,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35450,Ōsaka,JPN_35450,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35451,Hyōgo,JPN_35451,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35452,Nara,JPN_35452,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35453,Wakayama,JPN_35453,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35454,Tottori,JPN_35454,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35455,Shimane,JPN_35455,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35456,Okayama,JPN_35456,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35457,Hiroshima,JPN_35457,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35458,Yamaguchi,JPN_35458,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35459,Tokushima,JPN_35459,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35460,Kagawa,JPN_35460,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35461,Ehime,JPN_35461,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35462,Kōchi,JPN_35462,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35463,Fukuoka,JPN_35463,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35464,Saga,JPN_35464,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35465,Nagasaki,JPN_35465,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35466,Kumamoto,JPN_35466,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35467,Ōita,JPN_35467,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35468,Miyazaki,JPN_35468,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35469,Kagoshima,JPN_35469,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35470,Okinawa,JPN_35470,4,JPN,JPN,,manual,100,NE states shapefile is US-only - subnational deferred
35494,Piemonte,ITA_35494,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35495,Valle d'Aosta,ITA_35495,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35496,Liguria,ITA_35496,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35497,Lombardia,ITA_35497,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35498,Provincia autonoma di Bolzano,ITA_35498,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35499,Provincia autonoma di Trento,ITA_35499,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35500,Veneto,ITA_35500,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35501,Friuli-Venezia Giulia,ITA_35501,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35502,Emilia-Romagna,ITA_35502,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35503,Toscana,ITA_35503,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35504,Umbria,ITA_35504,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35505,Marche,ITA_35505,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35506,Lazio,ITA_35506,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35507,Abruzzo,ITA_35507,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35508,Molise,ITA_35508,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35509,Campania,ITA_35509,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35510,Puglia,ITA_35510,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35511,Basilicata,ITA_35511,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35512,Calabria,ITA_35512,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35513,Sicilia,ITA_35513,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35514,Sardegna,ITA_35514,4,ITA,ITA,,manual,100,NE states shapefile is US-only - subnational deferred
35617,Baringo,KEN_35617,4,KEN,KEN,,manual,100,NE states shapefile is US-only - subnational deferred
35618,Bomet,KEN_35618,4,KEN,KEN,,manual,100,NE states shapefile is US-only - subnational deferred
35619,Bungoma,KEN_35619,4,KEN,KEN,,manual,100,NE states shapefile is US-only - subnational deferred
35620,Busia,KEN_35620,4,KEN,KEN,,manual,100,NE states shapefile is US-only - subnational deferred
35621,Elgeyo-Marakwet,KEN_35621,4,KEN,KEN,,manual,100,NE states shapefile is US-only - subnational deferred
35622,Embu,KEN_35622,4,KEN,KEN,,manual,100,NE states shapefile is US-only - subnational deferred
35623,Garissa,KEN_35623,4,KEN,KEN,,manual,100,NE states shapefile is US-only - subnational deferred
35624,Homa Bay,KEN_35624,4,KEN,KEN,,manual,100,NE states shapefile is US-only - subnational deferred
