gbd_location_id,gbd_name,ihme_loc_id,location_level,ne_country_iso3,ne_country_uid,ne_state_uid,match_method,confidence,notes
44851,,,0,,,,manual,100,aggregate level - intentionally unmappable
44852,Tigray,ETH_44852,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
44853,Afar,ETH_44853,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
44854,Amhara,ETH_44854,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
44855,Oromia,ETH_44855,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
44856,Somali,ETH_44856,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
44857,Benishangul-Gumuz,ETH_44857,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
44859,Harari,ETH_44859,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
44860,Gambella,ETH_44860,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
44861,Addis Ababa,ETH_44861,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
44862,Dire Dawa,ETH_44862,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
44864,Alborz,IRN_44864,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44865,Ardebil,IRN_44865,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44866,East Azarbayejan,IRN_44866,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44867,West Azarbayejan,IRN_44867,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44868,Bushehr,IRN_44868,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44869,Chahar Mahaal and Bakhtiari,IRN_44869,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44870,Fars,IRN_44870,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44871,Gilan,IRN_44871,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44872,Golestan,IRN_44872,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44873,Hamadan,IRN_44873,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44874,Hormozgan,IRN_44874,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44875,Ilam,IRN_44875,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44876,Isfahan,IRN_44876,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44877,Kerman,IRN_44877,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44878,Kermanshah,IRN_44878,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44879,North Khorasan,IRN_44879,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44880,Khorasan-e-Razavi,IRN_44880,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44881,South Khorasan,IRN_44881,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44882,Khuzestan,IRN_44882,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44883,Kohgiluyeh and Boyer-Ahmad,IRN_44883,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44884,Kurdistan,IRN_44884,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44885,Lorestan,IRN_44885,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44886,Markazi,IRN_44886,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44887,Mazandaran,IRN_44887,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44888,Qazvin,IRN_44888,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44889,Qom,IRN_44889,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44890,Semnan,IRN_44890,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44891,Sistan and Baluchistan,IRN_44891,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44892,Tehran,IRN_44892,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44893,Yazd,IRN_44893,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44894,Zanjan,IRN_44894,4,IRN,IRN,,manual,100,NE states shapefile is US-only - subnational deferred
44903,,,0,,,,manual,100,aggregate level - intentionally unmappable
44904,,,0,,,,manual,100,aggregate level - intentionally unmappable
44905,,,0,,,,manual,100,aggregate level - intentionally unmappable
44906,,,0,,,,manual,100,aggregate level - intentionally unmappable
44907,,,0,,,,manual,100,aggregate level - intentionally unmappable
44908,,,0,,,,manual,100,aggregate level - intentionally unmappable
44909,,,0,,,,manual,100,aggregate level - intentionally unmappable
44910,,,0,,,,manual,100,aggregate level - intentionally unmappable
44911,,,0,,,,manual,100,aggregate level - intentionally unmappable
44912,,,0,,,,manual,100,aggregate level - intentionally unmappable
44913,,,0,,,,manual,100,aggregate level - intentionally unmappable
44914,,,0,,,,manual,100,aggregate level - intentionally unmappable
44915,,,0,,,,manual,100,aggregate level - intentionally unmappable
44916,,,0,,,,manual,100,aggregate level - intentionally unmappable
44917,,,0,,,,manual,100,aggregate level - intentionally unmappable
44918,,,0,,,,manual,100,aggregate level - intentionally unmappable
44919,,,0,,,,manual,100,aggregate level - intentionally unmappable
44920,,,0,,,,manual,100,aggregate level - intentionally unmappable
44921,,,0,,,,manual,100,aggregate level - intentionally unmappable
44922,,,0,,,,manual,100,aggregate level - intentionally unmappable
44923,,,0,,,,manual,100,aggregate level - intentionally unmappable
44924,,,0,,,,manual,100,aggregate level - intentionally unmappable
44925,,,0,,,,manual,100,aggregate level - intentionally unmappable
44926,,,0,,,,manual,100,aggregate level - intentionally unmappable
44927,,,0,,,,manual,100,aggregate level - intentionally unmappable
44928,,,0,,,,manual,100,aggregate level - intentionally unmappable
44929,,,0,,,,manual,100,aggregate level - intentionally unmappable
44930,,,0,,,,manual,100,aggregate level - intentionally unmappable
44931,,,0,,,,manual,100,aggregate level - intentionally unmappable
44932,,,0,,,,manual,100,aggregate level - intentionally unmappable
44933,,,0,,,,manual,100,aggregate level - intentionally unmappable
44934,,,0,,,,manual,100,aggregate level - intentionally unmappable
44935,,,0,,,,manual,100,aggregate level - intentionally unmappable
44936,,,0,,,,manual,100,aggregate level - intentionally unmappable
44937,,,0,,,,manual,100,aggregate level - intentionally unmappable
44938,,,0,,,,manual,100,aggregate level - intentionally unmappable
44939,,,0,,,,manual,100,aggregate level - intentionally unmappable
44940,,,0,,,,manual,100,aggregate level - intentionally unmappable
44941,,,0,,,,manual,100,aggregate level - intentionally unmappable
44942,,,0,,,,manual,100,aggregate level - intentionally unmappable
44943,,,0,,,,manual,100,aggregate level - intentionally unmappable
44944,,,0,,,,manual,100,aggregate level - intentionally unmappable
44945,,,0,,,,manual,100,aggregate level - intentionally unmappable
44946,,,0,,,,manual,100,aggregate level - intentionally unmappable
44947,,,0,,,,manual,100,aggregate level - intentionally unmappable
44948,,,0,,,,manual,100,aggregate level - intentionally unmappable
44949,,,0,,,,manual,100,aggregate level - intentionally unmappable
44950,,,0,,,,manual,100,aggregate level - intentionally unmappable
44951,,,0,,,,manual,100,aggregate level - intentionally unmappable
44952,,,0,,,,manual,100,aggregate level - intentionally unmappable
44953,,,0,,,,manual,100,aggregate level - intentionally unmappable
44954,,,0,,,,manual,100,aggregate level - intentionally unmappable
44955,,,0,,,,manual,100,aggregate level - intentionally unmappable
44956,,,0,,,,manual,100,aggregate level - intentionally unmappable
44957,,,0,,,,manual,100,aggregate level - intentionally unmappable
44958,,,0,,,,manual,100,aggregate level - intentionally unmappable
44959,,,0,,,,manual,100,aggregate level - intentionally unmappable
44960,,,0,,,,manual,100,aggregate level - intentionally unmappable
44961,,,0,,,,manual,100,aggregate level - intentionally unmappable
44962,,,0,,,,manual,100,aggregate level - intentionally unmappable
44963,,,0,,,,manual,100,aggregate level - intentionally unmappable
44964,,,0,,,,manual,100,aggregate level - intentionally unmappable
44965,,,0,,,,manual,100,aggregate level - intentionally unmappable
44966,,,0,,,,manual,100,aggregate level - intentionally unmappable
44967,,,0,,,,manual,100,aggregate level - intentionally unmappable
44968,,,0,,,,manual,100,aggregate level - intentionally unmappable
44969,,,0,,,,manual,100,aggregate level - intentionally unmappable
44970,,,0,,,,manual,100,aggregate level - intentionally unmappable
44971,,,0,,,,manual,100,aggregate level - intentionally unmappable
44972,,,0,,,,manual,100,aggregate level - intentionally unmappable
44973,,,0,,,,manual,100,aggregate level - intentionally unmappable
44974,,,0,,,,manual,100,aggregate level - intentionally unmappable
44975,,,0,,,,manual,100,aggregate level - intentionally unmappable
44976,,,0,,,,manual,100,aggregate level - intentionally unmappable
44977,,,0,,,,manual,100,aggregate level - intentionally unmappable
44978,,,0,,,,manual,100,aggregate level - intentionally unmappable
44979,,,0,,,,manual,100,aggregate level - intentionally unmappable
44980,,,0,,,,manual,100,aggregate level - intentionally unmappable
44981,,,0,,,,manual,100,aggregate level - intentionally unmappable
44982,,,0,,,,manual,100,aggregate level - intentionally unmappable
44983,,,0,,,,manual,100,aggregate level - intentionally unmappable
44984,,,0,,,,manual,100,aggregate level - intentionally unmappable
44985,,,0,,,,manual,100,aggregate level - intentionally unmappable
44986,,,0,,,,manual,100,aggregate level - intentionally unmappable
44987,,,0,,,,manual,100,aggregate level - intentionally unmappable
50559,,,0,,,,manual,100,aggregate level - intentionally unmappable
53432,Trøndelag,NOR_53432,4,NOR,NOR,,manual,100,NE states shapefile is US-only - subnational deferred
53533,Mountain Province,PHL_53533,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53534,Ifugao,PHL_53534,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53535,Benguet,PHL_53535,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53536,Abra,PHL_53536,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53537,Apayao,PHL_53537,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53538,Kalinga,PHL_53538,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53539,La Union,PHL_53539,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53540,Ilocos Norte,PHL_53540,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53541,Ilocos Sur,PHL_53541,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53542,Pangasinan,PHL_53542,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53543,Nueva Vizcaya,PHL_53543,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53544,Cagayan,PHL_53544,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53545,Isabela,PHL_53545,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53546,Quirino,PHL_53546,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53547,Batanes,PHL_53547,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53548,Bataan,PHL_53548,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53549,Zambales,PHL_53549,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53550,Tarlac,PHL_53550,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53551,Pampanga,PHL_53551,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53552,Bulacan,PHL_53552,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53553,Nueva Ecija,PHL_53553,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53554,Aurora,PHL_53554,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53555,Rizal,PHL_53555,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53556,Cavite,PHL_53556,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53557,Laguna,PHL_53557,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53558,Batangas,PHL_53558,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53559,Quezon,PHL_53559,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53560,Occidental Mindoro,PHL_53560,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53561,Oriental Mindoro,PHL_53561,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53562,Romblon,PHL_53562,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53563,Palawan,PHL_53563,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53564,Marinduque,PHL_53564,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53565,Catanduanes,PHL_53565,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53566,Camarines Norte,PHL_53566,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53567,Sorsogon,PHL_53567,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53568,Albay,PHL_53568,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53569,Masbate,PHL_53569,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53570,Camarines Sur,PHL_53570,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53571,Capiz,PHL_53571,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53572,Aklan,PHL_53572,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53573,Antique,PHL_53573,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53574,Negros Occidental,PHL_53574,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53575,Iloilo,PHL_53575,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53576,Guimaras,PHL_53576,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53577,Negros Oriental,PHL_53577,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53578,Cebu,PHL_53578,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53579,Bohol,PHL_53579,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53580,Siquijor,PHL_53580,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53581,Southern Leyte,PHL_53581,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53582,Eastern Samar,PHL_53582,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53583,Northern Samar,PHL_53583,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53584,Samar (Western Samar),PHL_53584,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53585,Leyte,PHL_53585,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53586,Biliran,PHL_53586,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53587,Zamboanga Sibugay,PHL_53587,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53588,Zamboanga Del Norte,PHL_53588,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53589,Zamboanga Del Sur,PHL_53589,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53590,Misamis Occidental,PHL_53590,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53591,Bukidnon,PHL_53591,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53592,Lanao Del Norte,PHL_53592,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53593,Misamis Oriental,PHL_53593,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53594,Camiguin,PHL_53594,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53595,Davao Oriental,PHL_53595,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53596,Davao de Oro,PHL_53596,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53597,Davao Del Sur,PHL_53597,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53598,Davao Occidental,PHL_53598,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53599,Davao Del Norte,PHL_53599,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53600,South Cotabato,PHL_53600,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53601,Sultan Kudarat,PHL_53601,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53602,Cotabato (North Cotabato),PHL_53602,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53603,Sarangani,PHL_53603,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53604,Agusan Del Norte,PHL_53604,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53605,Agusan Del Sur,PHL_53605,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53606,Surigao Del Sur,PHL_53606,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53607,Surigao Del Norte,PHL_53607,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53608,Dinagat Islands,PHL_53608,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53609,Tawi-Tawi,PHL_53609,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53610,Basilan,PHL_53610,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53611,Sulu,PHL_53611,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53612,Maguindanao,PHL_53612,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53613,Lanao Del Sur,PHL_53613,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53614,National Capital Region,PHL_53614,4,PHL,PHL,,manual,100,NE states shapefile is US-only - subnational deferred
53615,Azad Jammu & Kashmir,PAK_53615,4,PAK,PAK,,manual,100,NE states shapefile is US-only - subnational deferred
53616,Balochistan,PAK_53616,4,PAK,PAK,,manual,100,NE states shapefile is US-only - subnational deferred
53617,Gilgit-Baltistan,PAK_53617,4,PAK,PAK,,manual,100,NE states shapefile is US-only - subnational deferred
53618,Islamabad Capital Territory,PAK_53618,4,PAK,PAK,,manual,100,NE states shapefile is US-only - subnational deferred
53619,Khyber Pakhtunkhwa,PAK_53619,4,PAK,PAK,,manual,100,NE states shapefile is US-only - subnational deferred
53620,Punjab,PAK_53620,4,PAK,PAK,,manual,100,NE states shapefile is US-only - subnational deferred
53621,Sindh,PAK_53621,4,PAK,PAK,,manual,100,NE states shapefile is US-only - subnational deferred
53660,Dolnośląskie,POL_53660,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53661,Kujawsko-Pomorskie,POL_53661,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53662,Łódzkie,POL_53662,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53663,Lubelskie,POL_53663,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53664,Lubuskie,POL_53664,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53665,Małopolskie,POL_53665,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53666,Mazowieckie,POL_53666,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53667,Opolskie,POL_53667,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53668,Podkarpackie,POL_53668,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53669,Podlaskie,POL_53669,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53670,Pomorskie,POL_53670,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53671,Śląskie,POL_53671,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53672,Świętokrzyskie,POL_53672,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53673,Warmińsko-Mazurskie,POL_53673,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53674,Wielkopolskie,POL_53674,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
53675,Zachodniopomorskie,POL_53675,4,POL,POL,,manual,100,NE states shapefile is US-only - subnational deferred
60132,Vestland,NOR_60132,4,NOR,NOR,,manual,100,NE states shapefile is US-only - subnational deferred
60133,Agder,NOR_60133,4,NOR,NOR,,manual,100,NE states shapefile is US-only - subnational deferred
60134,Vestfold og Telemark,NOR_60134,4,NOR,NOR,,manual,100,NE states shapefile is US-only - subnational deferred
60135,Innlandet,NOR_60135,4,NOR,NOR,,manual,100,NE states shapefile is US-only - subnational deferred
60136,Viken,NOR_60136,4,NOR,NOR,,manual,100,NE states shapefile is US-only - subnational deferred
60137,Troms og Finnmark,NOR_60137,4,NOR,NOR,,manual,100,NE states shapefile is US-only - subnational deferred
60908,Sidama,ETH_60908,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
94364,South West,ETH_94364,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
95069,"Southern Nations, Nationalities, and Peoples",ETH_95069,4,ETH,ETH,,manual,100,NE states shapefile is US-only - subnational deferred
